STATE,COUNTY,PS-WGWFr,PS-WGWSa,PS-WSWFr,PS-WSWSa,DO-WGWFr,DO-WSWFr,IN-WGWFr,IN-WGWSa,IN-WSWFr,IN-WSWSa,IR-WGWFr,IR-WSWFr,IR-IrSpr,IR-IrMic,IR-IrSur,IC-WGWFr,IC-WSWFr,IC-IrSpr,IC-IrMic,IC-IrSur,IG-WGWFr,IG-WSWFr,IG-IrSpr,IG-IrMic,IG-IrSur,LI-WGWFr,LI-WSWFr,AQ-WGWFr,AQ-WGWSa,AQ-WSWFr,AQ-WSWSa,MI-WGWFr,MI-WGWSa,MI-WSWFr,MI-WSWSa,PT-WGWFr,PT-WGWSa,PT-WSWFr,PT-WSWSa,PO-WGWFr,PO-WGWSa,PO-WSWFr,PO-WSWSa,PC-WGWFr,PC-WGWSa,PC-WSWFr,PC-WSWSa
MA,Norfolk County,28.80,0.00,9.57,0.00,2.24,0.00,0.11,0.00,0.04,0.00,2.43,0.14,1.89,0.16,0.05,0.39,0.14,0.20,0.01,0.05,2.04,0.00,1.69,0.15,0.00,0.01,0.02,0.00,,0.00,,0.00,0.00,0.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MA,Plymouth County,29.13,0.00,37.14,0.00,3.51,0.00,0.04,0.00,0.06,0.00,83.74,15.89,4.33,0.27,9.76,81.10,15.89,2.03,0.07,9.76,2.64,0.00,2.30,0.20,0.00,0.01,0.04,0.01,,2.45,,0.91,0.00,0.00,0.00,0.00,0.00,0.00,446.64,0.00,0.00,0.00,446.64,0.00,0.00,0.00,0.00
MA,Suffolk County,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.11,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.11,0.01,0.00,0.00,0.00,0.00,,0.00,,0.02,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MA,Worcester County,26.69,0.00,237.17,0.00,10.15,0.00,0.25,0.00,2.23,0.00,3.04,0.24,3.31,0.27,0.03,0.01,0.24,0.84,0.06,0.03,3.03,0.00,2.47,0.21,0.00,0.18,0.11,0.84,,0.01,,0.64,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Alcona County,0.08,0.00,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.15,0.74,0.27,0.01,0.00,0.05,0.71,0.12,0.01,0.00,0.10,0.03,0.15,0.00,0.00,0.07,0.00,0.02,,3.89,,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,0.00,0.00
MI,Alger County,0.51,0.00,0.00,0.00,0.48,0.00,0.44,0.00,4.11,0.00,0.02,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.06,0.00,0.00,0.03,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Allegan County,3.91,0.00,0.00,0.00,6.95,0.00,1.87,0.00,0.37,0.00,2.95,5.10,17.31,1.03,0.06,2.70,5.02,16.84,1.03,0.06,0.25,0.08,0.47,0.00,0.00,1.47,0.16,0.01,,0.00,,0.00,0.00,0.79,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00
MI,Alpena County,0.00,0.00,2.06,0.00,1.10,0.00,0.00,0.00,3.27,0.00,0.05,0.04,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.14,0.00,0.00,0.15,0.02,0.00,,0.00,,0.00,0.00,0.67,0.00,0.00,0.00,112.96,0.00,0.00,0.00,112.96,0.00,0.00,0.00,0.00,0.00
MI,Antrim County,1.15,0.00,0.00,0.00,1.22,0.00,0.06,0.00,0.00,0.00,5.51,0.06,1.86,0.09,0.00,5.01,0.01,1.42,0.09,0.00,0.50,0.05,0.44,0.00,0.00,0.05,0.00,0.00,,50.64,,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Arenac County,0.01,0.00,60.14,0.00,0.62,0.00,0.00,0.00,0.07,0.00,0.04,0.09,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.09,0.10,0.00,0.00,0.11,0.01,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Baraga County,0.00,0.00,0.55,0.00,0.37,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.04,,0.76,,0.00,0.00,0.03,0.00,0.00,0.00,13.35,0.00,0.00,0.00,13.35,0.00,0.00,0.00,0.00,0.00
MI,Barry County,1.57,0.00,0.00,0.00,3.73,0.00,0.38,0.00,0.10,0.00,1.23,0.53,2.84,0.17,0.01,1.15,0.52,2.73,0.17,0.01,0.08,0.01,0.11,0.00,0.00,0.43,0.05,0.00,,0.00,,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Bay County,0.00,0.00,8.52,0.00,0.84,0.00,0.00,0.00,2.75,0.00,0.03,1.20,3.70,0.22,0.01,0.02,1.12,3.56,0.22,0.01,0.01,0.08,0.14,0.00,0.00,0.08,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,594.89,0.00,0.00,0.00,594.89,0.00,0.00,0.00,0.00,0.00
MI,Benzie County,0.75,0.00,0.00,0.00,1.16,0.00,0.23,0.00,0.00,0.00,0.38,0.00,0.61,0.02,0.00,0.10,0.00,0.35,0.02,0.00,0.28,0.00,0.26,0.00,0.00,0.02,0.00,0.00,,0.00,,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Berrien County,3.50,0.00,11.95,0.00,4.36,0.00,1.09,0.00,0.00,0.00,7.10,2.12,18.28,1.07,0.06,6.82,1.64,17.44,1.07,0.06,0.28,0.48,0.84,0.00,0.00,0.12,0.02,0.00,,0.00,,0.00,0.00,0.62,0.00,0.00,0.00,1988.15,0.00,0.00,0.00,1988.15,0.00,0.00,0.00,0.00,0.00
MI,Branch County,2.79,0.00,0.00,0.00,2.12,0.00,0.02,0.00,0.19,0.00,4.40,3.29,38.92,2.39,0.14,4.40,3.26,38.87,2.39,0.14,0.00,0.03,0.05,0.00,0.00,0.33,0.04,0.00,,0.00,,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Calhoun County,12.68,0.00,0.00,0.00,4.83,0.00,5.74,0.00,1.23,0.00,1.59,0.68,9.71,0.57,0.03,1.38,0.56,9.24,0.57,0.03,0.21,0.12,0.47,0.00,0.00,0.28,0.03,0.04,,0.75,,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Cass County,1.66,0.00,0.00,0.00,3.36,0.00,0.02,0.00,1.11,0.00,13.82,1.86,30.18,1.83,0.11,13.55,1.80,29.83,1.83,0.11,0.27,0.06,0.35,0.00,0.00,0.42,0.04,0.00,,0.00,,0.00,0.00,0.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Charlevoix County,1.50,0.00,0.71,0.00,1.12,0.00,11.87,0.00,4.56,0.00,0.41,0.09,0.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.41,0.09,0.52,0.00,0.00,0.04,0.00,0.00,,0.00,,0.00,0.00,0.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Cheboygan County,0.94,0.00,0.00,0.00,1.65,0.00,0.03,0.00,0.10,0.00,0.19,3.83,0.36,0.01,0.00,0.00,3.81,0.21,0.01,0.00,0.19,0.02,0.15,0.00,0.00,0.07,0.00,0.04,,0.75,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Chippewa County,1.02,0.00,1.51,0.00,1.29,0.00,0.00,0.00,0.82,0.00,0.11,0.06,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.06,0.31,0.00,0.00,0.08,0.00,2.69,,0.96,,0.02,0.00,0.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Clare County,1.05,0.00,0.00,0.00,2.23,0.00,0.00,0.00,0.00,0.00,0.14,0.02,0.67,0.03,0.00,0.04,0.00,0.53,0.03,0.00,0.10,0.02,0.14,0.00,0.00,0.14,0.02,0.00,,0.00,,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Clinton County,1.20,0.00,0.00,0.00,5.18,0.00,0.48,0.00,0.00,0.00,1.00,0.32,3.76,0.21,0.01,0.76,0.27,3.46,0.21,0.01,0.24,0.05,0.30,0.00,0.00,0.77,0.09,0.00,,0.00,,0.00,0.00,0.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Crawford County,0.61,0.00,0.00,0.00,1.03,0.00,0.10,0.00,0.00,0.00,0.10,0.12,0.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,0.12,0.22,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.30,0.00,0.00,0.00
MI,Delta County,0.10,0.00,2.14,0.00,1.55,0.00,0.15,0.00,37.55,0.00,0.02,0.11,0.53,0.02,0.00,0.01,0.00,0.39,0.02,0.00,0.01,0.11,0.14,0.00,0.00,0.08,0.02,0.00,,0.00,,0.00,0.00,0.23,0.00,0.00,0.00,25.42,0.00,0.00,0.00,25.42,0.00,0.00,0.00,0.00,0.00
MI,Dickinson County,2.34,0.00,0.00,0.00,0.44,0.00,0.40,0.00,20.23,0.00,0.07,0.09,0.60,0.03,0.00,0.00,0.02,0.50,0.03,0.00,0.07,0.07,0.10,0.00,0.00,0.03,0.00,0.07,,1.50,,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Eaton County,2.61,0.00,0.00,0.00,4.89,0.00,0.01,0.00,0.00,0.00,0.06,0.11,1.62,0.09,0.00,0.05,0.07,1.47,0.09,0.00,0.01,0.04,0.15,0.00,0.00,0.14,0.01,0.00,,0.00,,0.00,0.00,0.29,0.00,0.00,0.00,0.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.78,0.00
MI,Emmet County,3.28,0.00,0.00,0.00,1.33,0.00,0.09,0.00,0.00,0.00,0.38,0.20,1.11,0.01,0.00,0.00,0.00,0.14,0.01,0.00,0.38,0.20,0.97,0.00,0.00,0.05,0.00,0.01,,0.84,,0.02,0.00,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Genesee County,3.83,0.00,0.00,0.00,8.78,0.00,0.03,0.00,0.00,0.00,0.19,0.25,1.77,0.07,0.00,0.02,0.05,1.10,0.07,0.00,0.17,0.20,0.67,0.00,0.00,0.09,0.02,0.00,,0.00,,0.00,0.00,0.01,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00
MI,Gladwin County,0.41,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.00,0.00,0.07,0.02,0.00,,0.00,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Gogebic County,1.41,0.00,0.00,0.00,0.02,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.75,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Grand Traverse County,2.32,0.00,6.73,0.00,3.94,0.00,0.45,0.00,0.00,0.00,0.71,0.07,2.28,0.10,0.01,0.23,0.00,1.68,0.10,0.01,0.48,0.07,0.60,0.00,0.00,0.04,0.00,0.00,,0.00,,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Gratiot County,1.09,0.00,1.03,0.00,1.77,0.00,0.00,0.00,0.00,0.00,2.28,0.66,5.53,0.33,0.02,2.24,0.62,5.37,0.33,0.02,0.04,0.04,0.16,0.00,0.00,0.67,0.09,0.04,,0.75,,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Hillsdale County,1.69,0.00,0.00,0.00,2.67,0.00,1.54,0.00,0.00,0.00,1.12,0.28,3.97,0.24,0.01,1.12,0.22,3.91,0.24,0.01,0.00,0.06,0.06,0.00,0.00,0.42,0.05,0.00,,0.00,,0.00,0.00,0.63,0.00,0.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.99,0.00,0.00,0.00
MI,Houghton County,3.21,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.18,0.01,0.00,0.00,0.01,0.12,0.01,0.00,0.00,0.04,0.06,0.00,0.00,0.02,0.00,0.00,,0.00,,0.01,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Huron County,0.51,0.00,2.38,0.00,1.44,0.00,0.00,0.00,0.00,0.00,1.17,0.48,2.21,0.12,0.01,0.88,0.45,1.87,0.12,0.01,0.29,0.03,0.34,0.00,0.00,1.30,0.14,0.00,,0.00,,0.00,0.00,0.12,0.00,0.00,0.00,54.95,0.00,0.00,0.00,54.95,0.00,0.00,0.00,0.00,0.00
MI,Ingham County,37.05,0.00,0.00,0.00,2.97,0.00,0.10,0.00,0.00,0.00,0.62,0.25,2.10,0.11,0.01,0.49,0.21,1.75,0.11,0.01,0.13,0.04,0.35,0.00,0.00,0.24,0.03,0.00,,0.00,,0.01,0.00,0.12,0.00,0.00,0.00,179.13,0.00,0.00,0.00,179.13,0.00,0.00,0.00,0.00,0.00
MI,Ionia County,4.27,0.00,0.00,0.00,3.00,0.00,0.15,0.00,0.00,0.00,0.76,0.17,4.00,0.23,0.01,0.55,0.17,3.82,0.23,0.01,0.21,0.00,0.18,0.00,0.00,1.08,0.12,0.00,,0.00,,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Iosco County,0.01,0.00,1.65,0.00,0.83,0.00,0.00,0.00,0.03,0.00,0.24,0.22,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.22,0.24,0.00,0.00,0.09,0.02,0.00,,1.14,,0.01,0.05,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Iron County,1.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.11,0.28,0.01,0.00,0.06,0.11,0.17,0.01,0.00,0.03,0.00,0.11,0.00,0.00,0.01,0.00,0.00,,0.00,,0.01,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Isabella County,2.93,0.00,0.00,0.00,2.61,0.00,0.00,0.00,0.00,0.00,1.45,0.55,3.63,0.20,0.01,1.43,0.32,3.33,0.20,0.01,0.02,0.23,0.30,0.00,0.00,0.33,0.04,0.00,,0.02,,0.00,0.00,0.22,0.00,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.00,0.00
MI,Jackson County,10.39,0.00,0.00,0.00,5.92,0.00,0.48,0.00,0.01,0.00,1.98,0.69,4.36,0.24,0.01,1.70,0.61,3.86,0.24,0.01,0.28,0.08,0.50,0.00,0.00,0.21,0.03,0.01,,0.12,,0.00,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Kalamazoo County,8.21,0.00,0.00,0.00,3.70,0.00,18.74,0.00,4.59,0.00,9.81,4.00,28.85,1.75,0.10,9.55,3.83,28.46,1.75,0.10,0.26,0.17,0.39,0.00,0.00,0.29,0.04,0.07,,1.50,,0.00,0.00,0.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Kalkaska County,0.39,0.00,0.00,0.00,1.29,0.00,0.00,0.00,0.00,0.00,0.83,0.07,1.18,0.07,0.00,0.76,0.07,1.08,0.07,0.00,0.07,0.00,0.10,0.00,0.00,0.01,0.00,0.04,,0.75,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Kent County,7.83,0.00,0.27,0.00,12.82,0.00,0.88,0.00,0.31,0.00,2.90,0.98,10.02,0.50,0.03,1.68,0.30,8.11,0.50,0.03,1.22,0.68,1.91,0.00,0.00,0.42,0.05,0.00,,0.00,,0.00,0.00,1.00,0.00,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19,0.00
MI,Keweenaw County,0.03,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Lake County,0.28,0.00,0.00,0.00,0.89,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.00,0.00,0.03,0.00,0.00,,0.75,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Lapeer County,0.31,0.00,0.00,0.00,5.85,0.00,0.01,0.00,0.00,0.00,0.37,0.30,2.07,0.12,0.01,0.34,0.25,1.95,0.12,0.01,0.03,0.05,0.12,0.00,0.00,0.21,0.02,0.01,,0.00,,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Leelanau County,0.39,0.00,0.00,0.00,1.46,0.00,0.32,0.00,0.00,0.00,0.93,0.13,1.68,0.09,0.00,0.78,0.01,1.39,0.09,0.00,0.15,0.12,0.29,0.00,0.00,0.03,0.00,0.00,,0.00,,0.07,0.00,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Lenawee County,2.31,0.00,4.12,0.00,4.21,0.00,0.46,0.00,0.03,0.00,0.25,1.13,4.97,0.29,0.02,0.11,1.08,4.76,0.29,0.02,0.14,0.05,0.21,0.00,0.00,0.40,0.04,0.00,,0.00,,0.07,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Livingston County,6.53,0.00,0.00,0.00,11.28,0.00,0.05,0.00,0.00,0.00,0.83,0.44,2.84,0.07,0.00,0.00,0.00,1.20,0.07,0.00,0.83,0.44,1.64,0.00,0.00,0.14,0.02,0.00,,0.00,,0.00,0.00,0.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Luce County,0.47,0.00,0.00,0.00,0.29,0.00,0.04,0.00,0.00,0.00,0.47,0.00,0.13,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.07,0.00,0.13,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Mackinac County,0.00,0.00,1.07,0.00,0.67,0.00,0.00,0.00,6.56,0.00,0.04,0.06,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.06,0.00,0.00,0.04,0.00,0.04,,0.75,,0.00,0.00,0.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Macomb County,1.18,0.00,3.36,0.00,2.86,0.00,0.01,0.00,0.00,0.00,0.26,1.33,4.25,0.17,0.01,0.02,0.47,2.70,0.17,0.01,0.24,0.86,1.55,0.00,0.00,0.05,0.01,0.06,,0.00,,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Manistee County,1.50,0.00,0.00,0.00,1.28,0.00,0.66,0.00,28.89,0.00,0.81,0.04,2.12,0.11,0.01,0.42,0.04,1.81,0.11,0.01,0.39,0.00,0.31,0.00,0.00,0.03,0.00,0.00,,0.00,,0.00,0.00,8.54,0.00,0.25,0.00,0.93,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.93,0.00
MI,Marquette County,2.28,0.00,2.47,0.00,1.56,0.00,0.11,0.00,23.15,0.00,0.03,0.20,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.20,0.18,0.00,0.00,0.04,0.00,0.00,,0.00,,8.89,0.00,35.64,0.00,0.00,0.00,197.49,0.00,0.00,0.00,197.49,0.00,0.00,0.00,0.00,0.00
MI,Mason County,0.16,0.00,1.95,0.00,1.49,0.00,0.19,0.00,17.63,0.00,0.69,0.21,2.69,0.16,0.01,0.49,0.18,2.55,0.16,0.01,0.20,0.03,0.14,0.00,0.00,0.12,0.02,0.00,,0.02,,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.25,0.00
MI,Mecosta County,1.40,0.00,0.00,0.00,2.64,0.00,0.75,0.00,0.00,0.00,4.11,0.68,7.88,0.46,0.03,4.00,0.47,7.51,0.46,0.03,0.11,0.21,0.37,0.00,0.00,0.28,0.03,0.00,,5.18,,0.01,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Menominee County,0.13,0.00,1.01,0.00,1.09,0.00,0.00,0.00,2.45,0.00,0.00,0.02,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.00,0.00,0.26,0.03,0.04,,0.75,,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Midland County,0.17,0.00,0.00,0.00,2.56,0.00,0.08,0.00,4.13,0.00,0.19,0.26,0.82,0.05,0.00,0.19,0.18,0.74,0.05,0.00,0.00,0.08,0.08,0.00,0.00,0.16,0.00,0.00,,0.00,,0.00,0.00,0.01,0.00,0.00,0.00,3.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.02,0.00
MI,Missaukee County,0.35,0.00,0.00,0.00,1.15,0.00,0.00,0.00,0.00,0.00,1.07,0.05,3.63,0.22,0.01,1.07,0.01,3.56,0.22,0.01,0.00,0.04,0.07,0.00,0.00,0.42,0.05,0.00,,0.00,,0.00,0.00,0.14,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00
MI,Monroe County,0.06,0.00,12.49,0.00,3.58,0.00,13.85,0.00,0.00,0.00,1.69,1.20,6.75,0.37,0.02,1.17,1.10,5.96,0.37,0.02,0.52,0.10,0.79,0.00,0.00,0.05,0.01,0.03,,0.03,,0.59,0.00,0.80,0.00,0.12,0.00,1795.48,0.00,0.12,0.00,1742.75,0.00,0.00,0.00,52.73,0.00
MI,Montcalm County,3.42,0.00,0.00,0.00,3.84,0.00,0.00,0.00,0.00,0.00,18.79,3.37,42.30,2.57,0.15,18.54,3.34,41.93,2.57,0.15,0.25,0.03,0.37,0.00,0.00,0.40,0.04,0.00,,0.00,,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Montmorency County,0.11,0.00,0.00,0.00,0.75,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.20,0.00,0.00,0.03,0.00,0.00,,0.00,,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Muskegon County,2.11,0.00,15.35,0.00,5.07,0.00,2.86,0.00,9.52,0.00,1.96,0.26,9.13,0.52,0.03,1.34,0.15,8.46,0.52,0.03,0.62,0.11,0.67,0.00,0.00,0.28,0.00,0.00,,0.00,,0.00,0.00,0.18,0.00,0.00,0.00,234.10,0.00,0.00,0.00,234.10,0.00,0.00,0.00,0.00,0.00
MI,Newaygo County,2.32,0.00,0.00,0.00,3.32,0.00,0.00,0.00,0.00,0.00,1.24,0.61,7.91,0.48,0.03,1.14,0.49,7.76,0.48,0.03,0.10,0.12,0.15,0.00,0.00,0.44,0.05,0.03,,0.27,,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Oakland County,22.10,0.00,0.00,0.00,18.73,0.00,0.51,0.00,0.03,0.00,2.77,2.28,6.07,0.03,0.00,0.05,0.04,0.51,0.03,0.00,2.72,2.24,5.56,0.00,0.00,0.05,0.00,0.07,,1.50,,0.41,0.00,1.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Oceana County,1.11,0.00,0.00,0.00,1.85,0.00,0.72,0.00,0.00,0.00,1.97,0.50,5.26,0.31,0.02,1.79,0.43,5.10,0.31,0.02,0.18,0.07,0.16,0.00,0.00,0.23,0.02,0.00,,0.00,,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Ogemaw County,0.46,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.13,0.03,0.39,0.01,0.00,0.02,0.00,0.21,0.01,0.00,0.11,0.03,0.18,0.00,0.00,0.20,0.03,0.21,,0.31,,0.00,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
MI,Ontonagon County,0.08,0.00,0.44,0.00,0.23,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.02,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,4.68,0.00,0.00,0.00,4.68,0.00,0.00,0.00,0.00,0.00
